StatementID,BankAccountNumber,TransactionDate,ValueDate,Currency,Amount,DebitCreditIndicator,Description,BankReference,ReferenceNumber,MatchType
STM00000210,DE89370400440532013000,2026-01-10,2026-01-14,JPY,70575.68,C,Trade settlement receipt,BNK740377529,REF70745570,perfect
STM00000211,US123456789012345678,2026-02-07,2026-02-10,JPY,240369.67,C,Grant proceeds,BNK424550504,REF12585538,perfect
STM00000212,AU123456789012345,2026-01-10,2026-01-10,CHF,62182.54,C,Customer payment received,BNK964510355,REF68650481,perfect
STM00000213,FR7614508059144921279050070,2026-01-07,2026-01-12,CAD,482164.01,C,Deposit received,BNK339796833,REF38395260,perfect
STM00000214,GB29NWBK60161331926819,2026-03-18,2026-03-20,CHF,428460.84,C,Refund received,BNK264619776,REF76622869,perfect
STM00000215,AU123456789012345,2026-02-21,2026-02-23,JPY,245209.99,C,SEPA credit transfer,BNK272685319,REF11438571,perfect
STM00000216,DE89370400440532013000,2026-01-25,2026-01-26,EUR,126489.61,C,SEPA credit transfer,BNK896117338,REF72137140,perfect
STM00000217,US123456789012345678,2026-01-04,2026-01-06,CAD,129780.63,D,Cheque payment,BNK999723269,REF98712716,perfect
STM00000218,FR7614508059144921279050070,2026-01-13,2026-01-14,GBP,321874.77,D,Wire transfer outbound,BNK229704885,REF51335587,perfect
STM00000219,DE89370400440532013000,2026-02-17,2026-02-17,GBP,418729.09,D,Commission expense,BNK630843975,REF77487175,perfect
STM00000220,DE89370400440532013000,2026-03-17,2026-03-18,EUR,432907.40,D,SEPA direct debit,BNK482796283,REF85110906,perfect
STM00000221,AU123456789012345,2026-01-24,2026-01-27,GBP,402592.61,C,Intercompany transfer in,BNK383129989,REF33549020,perfect
STM00000222,GB29NWBK60161331926819,2026-01-08,2026-01-09,GBP,129308.55,D,Insurance premium payment,BNK260773739,REF98158782,perfect
STM00000223,GB29NWBK60161331926819,2026-02-14,2026-02-14,EUR,171085.43,C,FX contract settlement,BNK757511815,REF88994869,perfect
STM00000224,GB29NWBK60161331926819,2026-01-05,2026-01-07,GBP,371449.10,C,Bond coupon payment,BNK983612791,REF78682819,perfect
STM00000225,US123456789012345678,2026-03-07,2026-03-10,EUR,430509.36,C,Equity sale proceeds,BNK277296101,REF86179780,perfect
STM00000226,DE89370400440532013000,2026-02-03,2026-02-05,USD,64828.82,D,Wire transfer outbound,BNK978879910,REF77756432,perfect
STM00000227,DE89370400440532013000,2026-02-28,2026-03-03,CHF,87283.99,D,Cheque payment,BNK345265452,REF61557671,perfect
STM00000228,AU123456789012345,2026-03-09,2026-03-10,GBP,103299.52,C,Payroll funding,BNK573871433,REF61441567,perfect
STM00000229,DE89370400440532013000,2026-02-17,2026-02-18,GBP,428594.14,D,SEPA direct debit,BNK372261877,REF61762678,perfect
STM00000230,GB29NWBK60161331926819,2026-03-02,2026-03-03,USD,113468.03,C,Trade settlement receipt,BNK165868654,REF47647613,perfect
STM00000231,US123456789012345678,2026-03-12,2026-03-17,CAD,374804.88,C,Bond coupon payment,BNK887312565,REF57995702,perfect
STM00000232,FR7614508059144921279050070,2026-03-23,2026-03-26,EUR,488032.66,D,Invoice payment to vendor,BNK491558240,REF35129048,perfect
STM00000233,FR7614508059144921279050070,2026-02-03,2026-02-03,EUR,274074.73,C,ACH credit settlement,BNK459909874,REF29747754,perfect
STM00000234,US123456789012345678,2026-03-08,2026-03-09,AUD,134057.93,D,Commission expense,BNK475940415,REF49500469,perfect
STM00000235,DE89370400440532013000,2026-01-31,2026-02-02,EUR,184653.56,C,Customer advance payment,BNK343746921,REF88892508,perfect
STM00000236,AU123456789012345,2026-03-18,2026-03-18,USD,103188.98,D,Loan repayment,BNK452930004,REF55919592,perfect
STM00000237,AU123456789012345,2026-01-21,2026-01-22,CAD,91902.26,D,Service fee payment,BNK733200575,REF11692213,perfect
STM00000238,FR7614508059144921279050070,2026-03-04,2026-03-06,JPY,306225.61,D,Intercompany transfer out,BNK756588930,REF40655231,perfect
STM00000239,GB29NWBK60161331926819,2026-03-17,2026-03-20,EUR,400915.54,C,Trade settlement receipt,BNK552991777,REF99730429,perfect
STM00000240,US123456789012345678,2026-03-06,2026-03-06,JPY,48174.93,D,SEPA direct debit,BNK244931031,REF99519547,perfect
STM00000241,AU123456789012345,2026-02-16,2026-02-17,USD,336473.50,C,Dividend income,BNK821629027,REF30995003,perfect
STM00000242,US123456789012345678,2026-03-23,2026-03-24,CAD,192262.57,C,Sales proceeds,BNK992526725,REF34663457,perfect
STM00000243,AU123456789012345,2026-01-29,2026-01-29,AUD,379488.15,D,Intercompany transfer out,BNK969792955,REF93524197,perfect
STM00000244,FR7614508059144921279050070,2026-03-07,2026-03-10,USD,476866.48,D,Service fee payment,BNK750944336,REF22665596,perfect
STM00000245,US123456789012345678,2026-02-12,2026-02-13,CAD,393331.01,D,Trade settlement payment,BNK292957585,REF63493631,perfect
STM00000246,AU123456789012345,2026-02-18,2026-02-19,CHF,356258.79,C,Deposit received,BNK955076839,REF81640181,perfect
STM00000247,AU123456789012345,2026-01-14,2026-01-15,USD,388139.13,D,SEPA direct debit,BNK913206796,REF77074414,perfect
STM00000248,FR7614508059144921279050070,2026-03-07,2026-03-07,JPY,479179.45,C,FX contract settlement,BNK972004700,REF52635598,perfect
STM00000249,FR7614508059144921279050070,2026-02-21,2026-02-24,USD,278220.03,D,Utility payment,BNK577011135,REF92240344,perfect
STM00000250,GB29NWBK60161331926819,2026-01-04,2026-01-07,CHF,12400.91,C,Commission income,BNK260611866,REF15781531,perfect
STM00000251,AU123456789012345,2026-02-06,2026-02-06,CHF,122802.05,C,Loan drawdown,BNK875143007,REF47134584,perfect
STM00000252,US123456789012345678,2026-02-25,2026-02-25,JPY,253099.39,C,FX contract settlement,BNK284070403,REF18522633,perfect
STM00000253,US123456789012345678,2026-01-19,2026-01-22,GBP,473555.09,D,Supplier payment,BNK426865443,REF23050881,perfect
STM00000254,FR7614508059144921279050070,2026-03-08,2026-03-08,CHF,196594.60,D,SEPA direct debit,BNK759105357,REF88841736,perfect
STM00000255,GB29NWBK60161331926819,2026-01-11,2026-01-12,USD,230555.63,D,Insurance premium payment,BNK602726956,REF37738664,perfect
STM00000256,AU123456789012345,2026-03-05,2026-03-09,CHF,110589.56,D,Payroll disbursement,BNK633858838,REF45071653,perfect
STM00000257,US123456789012345678,2026-01-12,2026-01-12,GBP,258105.86,C,ACH credit settlement,BNK111034564,REF28293948,perfect
STM00000258,GB29NWBK60161331926819,2026-01-26,2026-01-26,GBP,299605.93,D,Commission expense,BNK992552866,REF36644593,perfect
STM00000259,AU123456789012345,2026-01-27,2026-01-28,JPY,279542.99,C,Trade settlement receipt,BNK338180353,REF41719227,perfect
STM00000260,AU123456789012345,2026-02-22,2026-02-24,GBP,243313.50,C,Grant proceeds,BNK218667290,REF58458497,perfect
STM00000261,AU123456789012345,2026-02-25,2026-02-26,GBP,451554.15,C,Bond coupon payment,BNK949723553,REF72917374,perfect
STM00000262,DE89370400440532013000,2026-01-01,2026-01-05,EUR,458552.62,D,Wire transfer outbound,BNK429268150,REF55719865,perfect
STM00000263,DE89370400440532013000,2026-03-05,2026-03-05,CAD,256867.14,D,Payroll disbursement,BNK195270473,REF46105881,perfect
STM00000264,US123456789012345678,2026-03-27,2026-03-31,GBP,498998.97,C,Invoice payment INV-7935,BNK169121042,REF48695089,perfect
STM00000265,GB29NWBK60161331926819,2026-03-16,2026-03-19,CAD,321913.25,C,FX contract settlement,BNK457885817,REF92689342,perfect
STM00000266,FR7614508059144921279050070,2026-01-11,2026-01-13,EUR,384136.34,D,Commission expense,BNK172790750,REF53782072,perfect
STM00000267,DE89370400440532013000,2026-03-03,2026-03-06,JPY,213123.37,C,Refund received,BNK915540492,REF84704400,perfect
STM00000268,FR7614508059144921279050070,2026-01-02,2026-01-07,EUR,8807.32,C,Equity sale proceeds,BNK756607928,REF70081556,perfect
STM00000269,FR7614508059144921279050070,2026-01-04,2026-01-05,USD,37114.98,C,Interest credit,BNK955552899,REF25934841,perfect
STM00000270,DE89370400440532013000,2026-01-16,2026-01-16,JPY,78213.66,C,Dividend income,BNK695106252,REF69713994,perfect
STM00000271,GB29NWBK60161331926819,2026-03-15,2026-03-18,EUR,84736.45,D,Supplier payment,BNK653475775,REF65804866,perfect
STM00000272,GB29NWBK60161331926819,2026-03-11,2026-03-16,CHF,172813.43,D,Supplier payment,BNK494146810,REF83801886,perfect
STM00000273,AU123456789012345,2026-01-05,2026-01-08,EUR,260370.12,C,Customer payment received,BNK711620749,REF86714737,perfect
STM00000274,GB29NWBK60161331926819,2026-02-11,2026-02-11,USD,190037.64,D,Interest expense,BNK424535942,REF36446668,perfect
STM00000275,AU123456789012345,2026-03-19,2026-03-19,AUD,451903.23,D,Commission expense,BNK591425340,REF54876103,perfect
STM00000276,DE89370400440532013000,2026-01-11,2026-01-14,EUR,80067.70,C,Interest credit,BNK643445011,REF46602481,perfect
STM00000277,US123456789012345678,2026-01-16,2026-01-19,GBP,464020.77,D,Wire transfer outbound,BNK424904270,REF73610392,perfect
STM00000278,GB29NWBK60161331926819,2026-02-21,2026-02-24,JPY,283699.32,D,FX contract payment,BNK849903110,REF39129718,perfect
STM00000279,AU123456789012345,2026-01-16,2026-01-21,JPY,334745.14,C,Sales proceeds,BNK740635949,REF73002000,perfect
STM00000280,US123456789012345678,2026-01-10,2026-01-10,GBP,289127.92,D,Payroll disbursement,BNK801868197,REF78401412,perfect
STM00000281,AU123456789012345,2026-01-08,2026-01-12,EUR,277932.97,C,Intercompany transfer in,BNK517559530,REF35360727,perfect
STM00000282,US123456789012345678,2026-01-11,2026-01-14,USD,135684.99,C,Dividend income,BNK640064801,REF99045400,perfect
STM00000283,DE89370400440532013000,2026-01-25,2026-01-25,CHF,435228.51,D,Interest expense,BNK714304263,REF25387213,perfect
STM00000284,GB29NWBK60161331926819,2026-01-03,2026-01-05,AUD,86377.08,C,Wire transfer inbound,BNK845448122,REF80332280,perfect
STM00000285,FR7614508059144921279050070,2026-03-24,2026-03-26,GBP,177700.54,D,Invoice payment to vendor,BNK429889702,REF25031295,perfect
STM00000286,GB29NWBK60161331926819,2026-02-27,2026-03-03,CHF,345946.71,D,SEPA direct debit,BNK277458652,REF67023314,perfect
STM00000287,AU123456789012345,2026-01-24,2026-01-28,EUR,396290.81,C,Refund received,BNK133950083,REF34675041,perfect
STM00000288,DE89370400440532013000,2026-02-02,2026-02-04,EUR,55817.75,D,Equipment purchase,BNK725139141,REF99928383,perfect
STM00000289,US123456789012345678,2026-02-09,2026-02-10,CAD,280649.79,C,Trade settlement receipt,BNK257109548,REF61984865,perfect
STM00000290,US123456789012345678,2026-01-22,2026-01-27,CAD,369616.04,C,Wire transfer inbound,BNK416316821,REF56619455,perfect
STM00000291,AU123456789012345,2026-03-27,2026-03-30,GBP,310383.68,C,Intercompany transfer in,BNK924578931,REF67083877,perfect
STM00000292,US123456789012345678,2026-02-01,2026-02-02,JPY,334630.61,C,Dividend income,BNK136534210,REF29248625,perfect
STM00000293,DE89370400440532013000,2026-03-14,2026-03-16,AUD,294087.79,D,Loan repayment,BNK265780152,REF18587029,perfect
STM00000294,DE89370400440532013000,2026-01-27,2026-01-27,GBP,331093.42,D,Wire transfer outbound,BNK768930372,REF19352045,perfect
STM00000295,FR7614508059144921279050070,2026-03-10,2026-03-11,AUD,481499.82,D,Equipment purchase,BNK499269935,REF46064764,perfect
STM00000296,GB29NWBK60161331926819,2026-01-02,2026-01-05,AUD,84321.07,C,Bond coupon payment,BNK108401230,REF27494952,perfect
STM00000297,GB29NWBK60161331926819,2026-01-28,2026-01-28,CAD,423697.25,C,Wire transfer inbound,BNK119977805,REF56556459,perfect
STM00000298,GB29NWBK60161331926819,2026-01-25,2026-01-25,GBP,3054.34,C,Sales proceeds,BNK178528655,REF18805502,perfect
STM00000299,FR7614508059144921279050070,2026-01-23,2026-01-27,CAD,37130.29,C,Payroll funding,BNK437448398,REF86954423,perfect
STM00000300,GB29NWBK60161331926819,2026-01-27,2026-01-30,AUD,170612.61,D,Cheque payment,BNK807592788,REF15869448,perfect
STM00000301,US123456789012345678,2026-01-18,2026-01-21,CAD,382870.85,C,FX contract settlement,BNK153518116,REF99728173,perfect
STM00000302,AU123456789012345,2026-02-06,2026-02-06,GBP,445981.21,C,Sales proceeds,BNK615149407,REF28644158,perfect
STM00000303,AU123456789012345,2026-02-22,2026-02-22,CHF,331176.56,C,Deposit received,BNK718772863,REF33594759,perfect
STM00000304,AU123456789012345,2026-03-02,2026-03-03,EUR,451885.88,C,Loan drawdown,BNK402669988,REF44877083,perfect
STM00000305,US123456789012345678,2026-03-24,2026-03-26,AUD,490135.49,C,Intercompany transfer in,BNK801442360,REF79679578,perfect
STM00000306,AU123456789012345,2026-01-12,2026-01-12,EUR,331817.27,C,Customer payment received,BNK527472318,REF48150343,perfect
STM00000307,GB29NWBK60161331926819,2026-01-01,2026-01-01,GBP,163903.12,C,Customer payment received,BNK661252473,REF73063735,perfect
STM00000308,US123456789012345678,2026-01-15,2026-01-20,AUD,276136.43,C,Equity sale proceeds,BNK214744219,REF28423267,perfect
STM00000309,FR7614508059144921279050070,2026-02-03,2026-02-04,EUR,410305.85,D,Rent payment,BNK793079614,REF44491876,perfect
STM00000310,FR7614508059144921279050070,2026-03-22,2026-03-22,JPY,137568.60,C,Wire transfer inbound,BNK153517453,REF71056930,perfect
STM00000311,DE89370400440532013000,2026-03-04,2026-03-06,CHF,23565.05,C,Equity sale proceeds,BNK196467253,REF67186268,perfect
STM00000312,DE89370400440532013000,2026-02-01,2026-02-04,GBP,463707.09,C,Invoice payment INV-6980,BNK663503955,REF20452744,perfect
STM00000313,FR7614508059144921279050070,2026-01-11,2026-01-14,CAD,103807.56,C,Equity sale proceeds,BNK131568536,REF50316915,perfect
STM00000314,US123456789012345678,2026-02-16,2026-02-17,EUR,447046.91,D,Cheque payment,BNK621570027,REF31057950,perfect
STM00000315,US123456789012345678,2026-02-02,2026-02-03,CAD,162415.61,D,Bond redemption,BNK212939672,REF57814178,perfect
STM00000316,GB29NWBK60161331926819,2026-01-02,2026-01-06,USD,487076.62,D,Trade settlement payment,BNK505214965,REF39393077,perfect
STM00000317,US123456789012345678,2026-01-09,2026-01-09,GBP,477541.16,D,SEPA direct debit,BNK598836901,REF82904800,perfect
STM00000318,US123456789012345678,2026-03-01,2026-03-03,JPY,72448.63,C,Commission income,BNK707817057,REF65857152,perfect
STM00000319,GB29NWBK60161331926819,2026-02-04,2026-02-06,USD,101411.12,C,Invoice payment INV-5058,BNK640755340,REF58546915,perfect
STM00000320,FR7614508059144921279050070,2026-01-19,2026-01-20,AUD,63651.18,D,Bond redemption,BNK984802428,REF26916956,perfect
STM00000321,AU123456789012345,2026-03-08,2026-03-08,JPY,32545.47,C,Bond coupon payment,BNK477838554,REF18213184,perfect
STM00000322,FR7614508059144921279050070,2026-02-01,2026-02-04,JPY,302278.97,D,Loan repayment,BNK635750812,REF47787113,perfect
STM00000323,GB29NWBK60161331926819,2026-01-14,2026-01-16,CHF,5186.13,C,Invoice payment INV-9760,BNK868370690,REF29342250,perfect
STM00000324,GB29NWBK60161331926819,2026-02-08,2026-02-09,GBP,132687.22,D,Tax remittance,BNK427030592,REF34781223,perfect
STM00000325,DE89370400440532013000,2026-02-28,2026-02-28,AUD,100332.31,D,SEPA direct debit,BNK195387080,REF35601019,perfect
STM00000326,GB29NWBK60161331926819,2026-02-15,2026-02-15,AUD,408612.37,D,Bond redemption,BNK520458195,REF15345822,perfect
STM00000327,FR7614508059144921279050070,2026-01-12,2026-01-13,CHF,467085.69,D,FX contract payment,BNK118635939,REF95671182,perfect
STM00000328,AU123456789012345,2026-03-18,2026-03-20,EUR,412502.00,D,Loan repayment,BNK891042563,REF21927551,perfect
STM00000329,AU123456789012345,2026-03-04,2026-03-04,CAD,235597.31,D,SEPA direct debit,BNK859231471,REF28276529,perfect
STM00000330,GB29NWBK60161331926819,2026-03-10,2026-03-13,EUR,355164.61,C,ACH credit settlement,BNK164142505,REF34940602,perfect
STM00000331,AU123456789012345,2026-01-10,2026-01-14,EUR,94907.18,D,Interest expense,BNK539279097,REF41187294,perfect
STM00000332,US123456789012345678,2026-02-12,2026-02-13,USD,478614.95,D,Supplier payment,BNK783517581,REF94741153,perfect
STM00000333,FR7614508059144921279050070,2026-01-09,2026-01-12,GBP,488634.17,D,FX contract payment,BNK770896416,REF67619227,perfect
STM00000334,FR7614508059144921279050070,2026-03-08,2026-03-10,USD,44760.55,D,Rent payment,BNK721481904,REF11281971,perfect
STM00000335,DE89370400440532013000,2026-03-25,2026-03-26,JPY,129990.38,C,Dividend income,BNK290161318,REF98858681,perfect
STM00000336,US123456789012345678,2026-02-14,2026-02-14,GBP,200624.22,C,Wire transfer inbound,BNK894515490,REF45015185,perfect
STM00000337,US123456789012345678,2026-03-15,2026-03-16,CHF,148249.76,D,Commission expense,BNK799235154,REF12565907,perfect
STM00000338,GB29NWBK60161331926819,2026-03-26,2026-03-31,CHF,59127.33,C,Sales proceeds,BNK682051383,REF75794667,perfect
STM00000339,US123456789012345678,2026-01-05,2026-01-05,CHF,384751.57,D,Utility payment,BNK813908811,REF19959896,perfect
STM00000340,FR7614508059144921279050070,2026-02-06,2026-02-11,CHF,424603.74,D,Trade settlement payment,BNK885337790,REF90119551,perfect
STM00000341,DE89370400440532013000,2026-03-21,2026-03-21,CHF,382190.09,D,Insurance premium payment,BNK870791762,REF51827847,perfect
STM00000342,FR7614508059144921279050070,2026-03-30,2026-04-02,GBP,148986.22,D,SEPA direct debit,BNK473461359,REF85684737,perfect
STM00000343,FR7614508059144921279050070,2026-02-05,2026-02-05,CHF,177455.56,C,SEPA credit transfer,BNK231552607,REF60732790,perfect
STM00000344,GB29NWBK60161331926819,2026-02-25,2026-02-26,CHF,205729.73,C,Interest credit,BNK152138756,REF37846746,perfect
STM00000345,GB29NWBK60161331926819,2026-02-19,2026-02-19,GBP,185889.73,D,SEPA direct debit,BNK170222040,REF88483938,perfect
STM00000346,FR7614508059144921279050070,2026-01-13,2026-01-15,CAD,457038.81,D,SEPA direct debit,BNK614933037,REF77554353,perfect
STM00000347,US123456789012345678,2026-02-26,2026-03-02,CAD,27210.19,C,Equity sale proceeds,BNK630833555,REF48441885,perfect
STM00000348,DE89370400440532013000,2026-01-05,2026-01-05,GBP,174553.47,C,Trade settlement receipt,BNK532909068,REF88067640,perfect
STM00000349,FR7614508059144921279050070,2026-03-04,2026-03-09,CHF,194877.27,C,Payroll funding,BNK394342926,REF32226229,perfect
STM00000350,FR7614508059144921279050070,2026-01-16,2026-01-19,USD,108857.99,D,Loan repayment,BNK868908120,REF49181172,perfect
STM00000351,GB29NWBK60161331926819,2026-02-09,2026-02-10,JPY,180123.71,C,Customer advance payment,BNK384792921,REF26708587,perfect
STM00000352,FR7614508059144921279050070,2026-03-20,2026-03-23,AUD,494472.83,D,Tax remittance,BNK684392145,REF32916734,perfect
STM00000353,GB29NWBK60161331926819,2026-03-16,2026-03-17,USD,59077.39,C,Interest credit,BNK321535611,REF76303691,perfect
STM00000354,DE89370400440532013000,2026-01-18,2026-01-19,CHF,146909.69,D,SEPA direct debit,BNK608460870,REF19298431,perfect
STM00000355,AU123456789012345,2026-02-22,2026-02-22,AUD,361451.20,C,ACH credit settlement,BNK910946431,REF69253489,perfect
STM00000356,GB29NWBK60161331926819,2026-01-02,2026-01-07,CAD,240680.44,D,Insurance premium payment,BNK773367713,REF39929919,perfect
STM00000357,US123456789012345678,2026-02-02,2026-02-05,JPY,64609.78,C,FX contract settlement,BNK255210054,REF53224049,perfect
STM00000358,US123456789012345678,2026-01-27,2026-01-28,USD,323342.85,C,Interest credit,BNK192145004,REF16053747,perfect
STM00000359,DE89370400440532013000,2026-03-06,2026-03-09,GBP,217419.40,C,ACH credit settlement,BNK511965692,REF79902621,perfect
STM00000360,US123456789012345678,2026-02-26,2026-02-27,CAD,173164.24,C,Sales proceeds,BNK165698431,REF17650230,perfect
STM00000361,GB29NWBK60161331926819,2026-01-09,2026-01-09,JPY,416119.40,C,Intercompany transfer in,BNK263595705,REF40583203,perfect
STM00000362,FR7614508059144921279050070,2026-01-13,2026-01-16,CHF,155521.64,C,Trade settlement receipt,BNK215683328,REF63913466,perfect
STM00000363,US123456789012345678,2026-03-10,2026-03-13,JPY,302149.33,D,Rent payment,BNK844833783,REF15803996,perfect
STM00000364,GB29NWBK60161331926819,2026-03-05,2026-03-10,GBP,120320.90,C,Payroll funding,BNK716574141,REF10936396,perfect
STM00000365,FR7614508059144921279050070,2026-03-26,2026-03-26,CHF,475586.07,C,Trade settlement receipt,BNK159895277,REF66286701,perfect
STM00000366,AU123456789012345,2026-03-02,2026-03-04,GBP,219347.81,C,SEPA credit transfer,BNK181593722,REF53835846,perfect
STM00000367,GB29NWBK60161331926819,2026-03-29,2026-04-01,EUR,167621.62,D,Service fee payment,BNK514826903,REF58788638,perfect
STM00000368,FR7614508059144921279050070,2026-03-11,2026-03-12,CAD,223037.08,C,SEPA credit transfer,BNK408219938,REF24700760,perfect
STM00000369,FR7614508059144921279050070,2026-03-28,2026-03-28,AUD,326869.98,C,Wire transfer inbound,BNK588688174,REF97499062,perfect
STM00000370,GB29NWBK60161331926819,2026-01-06,2026-01-08,CAD,146760.39,C,Customer payment received,BNK948196776,REF23378242,perfect
STM00000371,AU123456789012345,2026-03-03,2026-03-06,CAD,181004.88,C,Deposit received,BNK321732741,REF18836754,perfect
STM00000372,FR7614508059144921279050070,2026-03-10,2026-03-12,JPY,405020.31,C,Commission income,BNK411734173,REF86411527,perfect
STM00000373,FR7614508059144921279050070,2026-02-25,2026-02-25,CHF,392669.95,C,Bond coupon payment,BNK735032995,REF77001834,perfect
STM00000374,FR7614508059144921279050070,2026-03-03,2026-03-05,EUR,244920.07,C,Customer payment received,BNK640919517,REF77250446,perfect
STM00000375,DE89370400440532013000,2026-01-12,2026-01-15,AUD,411643.93,D,Cheque payment,BNK665872811,REF51031469,perfect
STM00000376,US123456789012345678,2026-01-03,2026-01-07,USD,21468.63,C,Deposit received,BNK113119945,REF12420514,perfect
STM00000377,FR7614508059144921279050070,2026-02-18,2026-02-23,CHF,219923.27,D,Trade settlement payment,BNK678040056,REF11093336,perfect
STM00000378,AU123456789012345,2026-02-20,2026-02-25,EUR,90780.08,D,Loan repayment,BNK239780281,REF45169976,perfect
STM00000379,FR7614508059144921279050070,2026-03-08,2026-03-10,CHF,227577.12,C,Interest credit,BNK697956209,REF92316311,perfect
STM00000380,DE89370400440532013000,2026-03-12,2026-03-17,USD,391143.06,C,Invoice payment INV-4219,BNK939365587,REF78957340,perfect
STM00000381,AU123456789012345,2026-01-04,2026-01-05,GBP,4511.48,D,Insurance premium payment,BNK172301844,REF81578134,perfect
STM00000382,FR7614508059144921279050070,2026-03-22,2026-03-24,AUD,180559.19,D,Trade settlement payment,BNK791830140,REF16606315,perfect
STM00000383,AU123456789012345,2026-02-15,2026-02-15,EUR,426538.96,C,Grant proceeds,BNK368088984,REF87113710,perfect
STM00000384,FR7614508059144921279050070,2026-03-25,2026-03-25,EUR,294346.63,C,Grant proceeds,BNK398206911,REF89119704,perfect
STM00000385,AU123456789012345,2026-01-05,2026-01-06,JPY,117637.69,C,Interest credit,BNK338015373,REF59611315,perfect
STM00000386,DE89370400440532013000,2026-01-21,2026-01-21,GBP,27035.27,C,Loan drawdown,BNK882900066,REF19673774,perfect
STM00000387,AU123456789012345,2026-02-21,2026-02-24,EUR,204112.50,D,Rent payment,BNK676062690,REF27039220,perfect
STM00000388,DE89370400440532013000,2026-03-03,2026-03-03,GBP,400023.17,D,Loan repayment,BNK915385531,REF23733267,perfect
STM00000389,AU123456789012345,2026-01-21,2026-01-22,USD,193819.93,C,Bond coupon payment,BNK377870269,REF12591260,perfect
STM00000390,DE89370400440532013000,2026-02-17,2026-02-18,CAD,258522.73,D,Interest expense,BNK852244108,REF71815028,perfect
STM00000391,US123456789012345678,2026-02-07,2026-02-11,CAD,377659.83,C,FX contract settlement,BNK377152598,REF99556331,perfect
STM00000392,US123456789012345678,2026-02-23,2026-02-26,GBP,391270.71,D,Loan repayment,BNK269183102,REF34387202,perfect
STM00000393,FR7614508059144921279050070,2026-02-10,2026-02-10,USD,37632.15,C,Customer advance payment,BNK472093084,REF96159502,perfect
STM00000394,DE89370400440532013000,2026-03-14,2026-03-16,JPY,410088.60,C,Invoice payment INV-5851,BNK811973164,REF50994198,perfect
STM00000395,AU123456789012345,2026-01-01,2026-01-01,USD,185621.64,D,Intercompany transfer out,BNK875953287,REF93574149,perfect
STM00000396,DE89370400440532013000,2026-03-27,2026-04-01,CHF,68854.71,C,Customer payment received,BNK377220563,REF91115689,perfect
STM00000397,FR7614508059144921279050070,2026-02-26,2026-03-02,USD,348880.73,C,Trade settlement receipt,BNK136714706,REF37382208,perfect
STM00000398,AU123456789012345,2026-02-11,2026-02-13,USD,123814.64,C,Dividend income,BNK278812639,REF33990570,perfect
STM00000399,US123456789012345678,2026-02-11,2026-02-13,JPY,464509.36,C,Deposit received,BNK717288537,REF33369942,perfect
STM00000400,FR7614508059144921279050070,2026-02-12,2026-02-13,AUD,329706.68,D,Commission expense,BNK914312271,REF89341804,perfect
STM00000401,FR7614508059144921279050070,2026-01-17,2026-01-19,EUR,49520.93,C,Customer payment received,BNK392504892,REF20845255,perfect
STM00000402,GB29NWBK60161331926819,2026-03-05,2026-03-06,AUD,335116.26,C,Equity sale proceeds,BNK480049422,REF29906578,perfect
STM00000403,GB29NWBK60161331926819,2026-02-17,2026-02-18,CHF,327327.30,C,Commission income,BNK907979655,REF83602007,perfect
STM00000404,US123456789012345678,2026-03-10,2026-03-11,EUR,362175.97,C,Dividend income,BNK513163606,REF39466942,perfect
STM00000405,US123456789012345678,2026-02-19,2026-02-20,AUD,254489.98,D,Intercompany transfer out,BNK104633520,REF29705020,perfect
STM00000406,GB29NWBK60161331926819,2026-02-19,2026-02-23,EUR,285947.60,D,Bond redemption,BNK562849865,REF82890222,perfect
STM00000407,AU123456789012345,2026-02-19,2026-02-19,JPY,378875.59,C,Grant proceeds,BNK980612579,REF14208860,perfect
STM00000408,FR7614508059144921279050070,2026-03-07,2026-03-09,GBP,468109.30,C,Trade settlement receipt,BNK781220652,REF91753354,perfect
STM00000409,US123456789012345678,2026-01-06,2026-01-08,GBP,461748.45,C,Grant proceeds,BNK367144913,REF97019353,perfect
STM00000410,AU123456789012345,2026-03-10,2026-03-11,EUR,413385.89,C,Intercompany transfer in,BNK130217368,REF69054371,perfect
STM00000411,DE89370400440532013000,2026-02-15,2026-02-15,USD,103317.47,D,Commission expense,BNK229809041,REF66157026,perfect
STM00000412,FR7614508059144921279050070,2026-03-26,2026-03-27,EUR,303795.06,C,Interest credit,BNK463477399,REF17736542,perfect
STM00000413,FR7614508059144921279050070,2026-03-27,2026-03-30,JPY,78193.97,C,Sales proceeds,BNK312513953,REF32228468,perfect
STM00000414,FR7614508059144921279050070,2026-01-24,2026-01-24,CAD,394112.92,D,Bond redemption,BNK105360752,REF34721320,perfect
STM00000415,DE89370400440532013000,2026-02-02,2026-02-04,CAD,478678.42,D,Equipment purchase,BNK139033357,REF17095624,perfect
STM00000416,DE89370400440532013000,2026-03-14,2026-03-16,AUD,184564.97,C,Interest credit,BNK576489343,REF40528009,perfect
STM00000417,US123456789012345678,2026-03-12,2026-03-13,JPY,319944.17,D,Equipment purchase,BNK334701025,REF63665085,perfect
STM00000418,FR7614508059144921279050070,2026-02-18,2026-02-23,USD,35093.74,C,Sales proceeds,BNK297702986,REF26307879,perfect
STM00000419,DE89370400440532013000,2026-01-22,2026-01-22,JPY,162510.12,D,Intercompany transfer out,BNK586167969,REF30239387,perfect
